iter	RMSE
157	1.746475003
158	1.745220534
159	1.744335341
160	1.744032655
161	1.743240588
162	1.741628368
163	1.741089454
164	1.740274465
165	1.73949275
166	1.738248841
167	1.737652917
168	1.737069708
169	1.735255453
170	1.733030157
171	1.730168046
172	1.729898216
173	1.728555396
174	1.728039566
175	1.726951781
176	1.724984822
177	1.724199746
178	1.723366736
179	1.720938336
180	1.719592755
181	1.71949274
182	1.718625772
183	1.71781854
184	1.716950098
185	1.715768858
186	1.714709579
187	1.7137574
188	1.711915349
189	1.710950779
190	1.71006636
191	1.709290602
192	1.708765282
193	1.707929993
194	1.706966109
195	1.705355705
196	1.70378175
197	1.702706822
198	1.701317684
199	1.699253793
200	1.698523277
201	1.697870722
202	1.696322286
203	1.694443669
204	1.693750708
205	1.692534404
206	1.691543997
207	1.689815446
208	1.688963775
209	1.688185063
210	1.687456687
211	1.686644192
212	1.685967808
213	1.68538247
214	1.683712056
215	1.682158655
216	1.681407679
217	1.680493341
218	1.679129616
219	1.677845835
220	1.676405553
221	1.673727275
222	1.672825942
223	1.671768633
224	1.670979291
225	1.669910958
226	1.668484616
227	1.666701252
228	1.666053337
229	1.664572199
230	1.663600345
231	1.661762052
232	1.661094104
233	1.66062384
234	1.659623987
235	1.659224621
236	1.658627748
237	1.657395891
238	1.65668384
239	1.655588525
240	1.6544968
241	1.652888843
242	1.65231718
243	1.650694147
244	1.649934935
245	1.648742998
246	1.648178307
247	1.647385202
248	1.645686242
249	1.645180667
250	1.643824545
251	1.642570023
252	1.642216722
253	1.641241137
254	1.63960656
255	1.638402611
256	1.637547971
257	1.636665001
258	1.635933712
259	1.634666037
260	1.633448355
261	1.632716657
262	1.631730814
263	1.630904927
264	1.630296843
265	1.629022279
266	1.627886263
267	1.626683268
268	1.625960459
269	1.624916352
270	1.623581937
271	1.622308217
272	1.621606573
273	1.62026515
274	1.619289447
275	1.618099645
276	1.617552396
277	1.616402238
278	1.616254012
279	1.615333123
280	1.613883529
281	1.612433742
282	1.61173735
283	1.610126432
284	1.609318088
285	1.608845272
286	1.607595453
287	1.607089282
288	1.606143499
289	1.605813815
290	1.604891057
291	1.603884143
292	1.603667519
293	1.602661805
294	1.601197489
295	1.601156036
296	1.600053059
297	1.599062831
298	1.598225443
299	1.597665137
300	1.597637822
301	1.596759682
302	1.595953325
303	1.594139921
304	1.592785763
305	1.591262906
306	1.590828213
307	1.590817583
308	1.589377555
309	1.588645273
310	1.587668116
311	1.587073312
312	1.58632909
313	1.586067132
314	1.585163203
315	1.583988573
316	1.582580148
317	1.582182958
318	1.581431863
319	1.580534688
320	1.579193649
321	1.579006678
322	1.57744701
323	1.576696672
324	1.575794677
325	1.574478796
326	1.573158428
327	1.572862681
328	1.571764392
329	1.570869873
330	1.569361339
331	1.568003375
332	1.567129378
333	1.566271417
334	1.565190165
335	1.564057862
336	1.563348499
337	1.56219428
338	1.561743923
339	1.56092518
340	1.559569475
341	1.559117139
342	1.558081924
343	1.557712437
344	1.556534589
345	1.555747842
346	1.555629332
347	1.554878154
348	1.553748467
349	1.553042754
350	1.552374509
351	1.55180776
352	1.550387997
353	1.549813906
354	1.549454856
355	1.548324423
356	1.547961077
357	1.547030524
358	1.546259518
359	1.544977019
360	1.543916527
361	1.542789312
362	1.541602187
363	1.541059291
364	1.54009015
365	1.538886228
366	1.538178433
367	1.537576924
368	1.537413242
369	1.536079157
370	1.535986079
371	1.535178148
372	1.534772934
373	1.533488384
374	1.53235303
375	1.53130497
376	1.530712501
377	1.530017761
378	1.528642138
379	1.528070694
380	1.527235892
381	1.52633044
382	1.525403193
383	1.524616668
384	1.523883166
385	1.523204814
386	1.522710343
387	1.522119264
388	1.521001148
389	1.520077967
390	1.519373549
391	1.518667115
392	1.518166565
393	1.516850168
394	1.516246019
395	1.515635788
396	1.515178769
397	1.513778834
398	1.513341273
399	1.512322697
400	1.51129028
401	1.510839832
402	1.510442691
403	1.509863524
404	1.509392881
405	1.508576605
406	1.507857065
407	1.507025852
408	1.506509219
409	1.505794549
410	1.504828443
411	1.503955866
412	1.502958947
413	1.502749706
414	1.502247989
415	1.502068561
416	1.501299012
417	1.500692451
418	1.499748047
419	1.498968878
420	1.498047728
421	1.49688086
422	1.496063762
423	1.495069006
424	1.494064095
425	1.493143515
426	1.492387083
427	1.491805159
428	1.491284795
429	1.489939201
430	1.489138147
431	1.48826646
432	1.487139083
433	1.486443082
434	1.485267097
435	1.484541503
436	1.483440967
437	1.482577561
438	1.482369605
439	1.481641283
440	1.481002789
441	1.480003807
442	1.479320033
443	1.478983543
444	1.478334196
445	1.477915072
446	1.47746024
447	1.476400482
448	1.476009269
449	1.475309256
450	1.474024936
451	1.472730097
452	1.472250825
453	1.471630362
454	1.471127597
455	1.47021986
456	1.469589172
457	1.469195436
458	1.468347072
459	1.467311591
460	1.466671162
461	1.465368985
462	1.464875154
463	1.464037509
464	1.463793467
465	1.463002554
466	1.462412612
467	1.461564388
468	1.460644533
469	1.460051329
470	1.459737541
471	1.458934056
472	1.458333367
473	1.457736042
474	1.457267887
475	1.456600421
476	1.456320049
477	1.455137305
478	1.454001986
479	1.45355697
480	1.452791866
481	1.452210732
482	1.451486376
483	1.450838273
484	1.450087318
485	1.449607622
486	1.449057851
487	1.448873846
488	1.44828556
489	1.447718236
490	1.447147697
491	1.446214696
492	1.445684599
493	1.445192606
494	1.444730878
495	1.443739402
496	1.443090965
497	1.442914101
498	1.442309636
499	1.441900192
500	1.441333267
501	1.440669172
502	1.439703842
503	1.438810912
504	1.438270704
505	1.437412904
506	1.436939313
507	1.436269984
508	1.435846433
509	1.435701674
510	1.435226198
511	1.434105747
512	1.433612455
513	1.433028992
514	1.432411037
515	1.431560942
516	1.431202994
517	1.430592975
518	1.429967448
519	1.428973717
520	1.428317831
521	1.427753056
522	1.427237029
523	1.426924903
524	1.426061765
525	1.425387317
526	1.424980179
527	1.423608012
528	1.423286962
529	1.422283229
530	1.421689381
531	1.420545923
532	1.420153292
533	1.419605897
534	1.418817464
535	1.418229014
536	1.417597697
537	1.416724865
538	1.416077127
539	1.415889625
540	1.414862213
541	1.414209349
542	1.413572507
543	1.412991634
544	1.412393399
545	1.412142861
546	1.411616966
547	1.411080705
548	1.410549749
549	1.410150955
550	1.409821447
551	1.409212553
552	1.408244055
553	1.407730671
554	1.407500313
555	1.406782854
556	1.406042256
557	1.4051711
558	1.404665279
559	1.404147378
560	1.403448439
561	1.401933638
562	1.401671827
563	1.400430937
564	1.400039467
565	1.399950631
566	1.398764898
567	1.398028294
568	1.397948814
569	1.397176273
570	1.396217871
571	1.395521407
572	1.395144919
573	1.395065318
574	1.394516184
575	1.393223684
576	1.392321362
577	1.391406047
578	1.391016324
579	1.390440133
580	1.389381433
581	1.38925947
582	1.388881097
583	1.387288497
584	1.386686268
585	1.386035293
586	1.38526259
587	1.384533208
588	1.384060102
589	1.383526464
590	1.383316233
591	1.382595759
592	1.382246385
593	1.381857431
594	1.38109796
595	1.380478364
596	1.379764533
597	1.378898833
598	1.378562762
599	1.377897633
600	1.377188124
601	1.376128685
602	1.375771425
603	1.374719121
604	1.374404521
605	1.37372545
606	1.373496654
607	1.37320549
608	1.372571122
609	1.371193813
610	1.370906112
611	1.370143991
612	1.369714362
613	1.369041489
614	1.368854158
615	1.36805438
616	1.367490284
617	1.36731685
618	1.36654403
619	1.365810477
620	1.365502047
621	1.3647583
622	1.364337578
623	1.363830918
624	1.36354126
625	1.36309761
626	1.362770494
627	1.361814345
628	1.361359515
629	1.360341405
630	1.359573693
631	1.358840717
632	1.358160699
633	1.357588418
634	1.357224347
635	1.356623752
636	1.355922616
637	1.355596246
638	1.355090916
639	1.354098947
640	1.353552816
641	1.35288135
642	1.352544637
643	1.352241252
644	1.351099707
645	1.350535095
646	1.350323562
647	1.349362865
648	1.348870826
649	1.348323288
650	1.347963491
651	1.347592708
652	1.346940546
653	1.3463826
654	1.346005351
655	1.345750351
656	1.345573559
657	1.344693645
658	1.343640608
659	1.342888654
660	1.342108707
661	1.341176823
662	1.340379609
663	1.340081194
664	1.339925039
665	1.339899822
666	1.339511161
667	1.338706459
668	1.338470958
669	1.338037451
670	1.337698374
671	1.336622559
672	1.336185893
673	1.335628578
674	1.335353236
675	1.334856776
676	1.334106611
677	1.33331375
678	1.333028437
679	1.332410678
680	1.332086501
681	1.331447086
682	1.330560826
683	1.329801811
684	1.329283049
685	1.328607426
686	1.328091365
687	1.32757298
688	1.326796473
689	1.326481736
690	1.325646624
691	1.325087797
692	1.324787779
693	1.324422907
694	1.32407906
695	1.323514111
696	1.322858412
697	1.322023121
698	1.321728533
699	1.321342179
700	1.320651263
701	1.320223486
702	1.31980628
703	1.318895084
704	1.318146416
705	1.3177031
706	1.317306929
707	1.316813768
708	1.316591965
709	1.315868446
710	1.315279817
711	1.314635466
712	1.313880029
713	1.313064851
714	1.31245082
715	1.311837295
716	1.311237747
717	1.311031602
718	1.310730904
719	1.310681313
720	1.310333974
721	1.309716335
722	1.309521814
723	1.308821655
724	1.308012495
725	1.307465999
726	1.30712195
727	1.306404901
728	1.305693821
729	1.305040352
730	1.304532871
731	1.304229565
732	1.3037939
733	1.303215419
734	1.302874321
735	1.302143211
736	1.301918678
737	1.301699621
738	1.300788076
739	1.300354163
740	1.300040416
741	1.299476334
742	1.298827191
743	1.298348399
744	1.297548742
745	1.296453607
746	1.295878573
747	1.295679472
748	1.295194957
749	1.294435082
750	1.293800733
751	1.293506184
752	1.293090229
753	1.292470762
754	1.29170514
755	1.291342177
756	1.291309198
757	1.290983064
758	1.290746828
759	1.290164347
760	1.290071262
761	1.289714896
762	1.289306451
763	1.288657766
764	1.288266145
765	1.287850196
766	1.287230153
767	1.286275907
768	1.286011171
769	1.285105275
770	1.284717583
771	1.284304838
772	1.283577215
773	1.283271143
774	1.282811189
775	1.282290533
776	1.281577424
777	1.280821285
778	1.280374504
779	1.279748827
780	1.278956852
781	1.278635814
782	1.277877998
783	1.277004488
784	1.276237682
785	1.275662691
786	1.27538137
787	1.275056165
788	1.274320805
789	1.274192475
790	1.273607802
791	1.273065503
792	1.272558641
793	1.272235862
794	1.27168696
795	1.271501724
796	1.270575436
797	1.270263614
798	1.270042851
799	1.269745318
800	1.269345513
801	1.268702083
802	1.267943335
803	1.267506057
804	1.267244479
805	1.267043518
806	1.26657069
807	1.265885634
808	1.265256449
809	1.264873647
810	1.264489716
811	1.26415105
812	1.264133621
813	1.263555366
814	1.26304531
815	1.262469505
816	1.261748997
817	1.261096779
818	1.260801707
819	1.260364265
820	1.259704383
821	1.259329133
822	1.258987211
823	1.258589854
824	1.258051443
825	1.257531636
826	1.256926069
827	1.256555416
828	1.255972897
829	1.25524961
830	1.254918326
831	1.254466004
832	1.254039104
833	1.253558003
834	1.252962534
835	1.252874966
836	1.252431512
837	1.252049267
838	1.251491754
839	1.251009621
840	1.250276083
841	1.249847161
842	1.249521684
843	1.248980775
844	1.248470259
845	1.248098811
846	1.247662749
847	1.247045926
848	1.24647585
849	1.246371967
850	1.246351987
851	1.245943199
852	1.245416086
853	1.244820265
854	1.244321488
855	1.243753139
856	1.24338406
857	1.242827824
858	1.242480267
859	1.241951645
860	1.240911939
861	1.240357158
862	1.239836291
863	1.239200053
864	1.238537512
865	1.23808599
866	1.237762999
867	1.237360659
868	1.237120375
869	1.236685119
870	1.236007177
871	1.235328165
872	1.235014859
873	1.234817892
874	1.234742631
875	1.234176839
876	1.233578933
877	1.233252809
878	1.232640128
879	1.232185991
880	1.231927405
881	1.231744248
882	1.231227517
883	1.230975948
884	1.230489492
885	1.230116791
886	1.229237403
887	1.22853979
888	1.228436665
889	1.227931399
890	1.227864507
891	1.227305262
892	1.226998413
893	1.226637636
894	1.226206565
895	1.225482929
896	1.225153856
897	1.224590137
898	1.224473349
899	1.22342669
900	1.222856287
901	1.222604913
902	1.221879581
903	1.221179608
904	1.220691597
905	1.220157627
906	1.219642153
907	1.218945613
908	1.218313304
909	1.218050384
910	1.217431506
911	1.217016483
912	1.216699466
913	1.216196806
914	1.21579462
915	1.215444679
916	1.215144476
917	1.214765848
918	1.214153664
919	1.21393413
920	1.213749384
921	1.213154285
922	1.212592259
923	1.211944767
924	1.211413117
925	1.210664676
926	1.210378718
927	1.209887377
928	1.209339069
929	1.209063258
930	1.208362165
931	1.207387833
932	1.206822751
933	1.206301241
934	1.206142987
935	1.205870012
936	1.205541262
937	1.204906711
938	1.204603861
939	1.204294975
940	1.203549134
941	1.203158896
942	1.202855865
943	1.202242456
944	1.201567709
945	1.201046548
946	1.200403154
947	1.199883628
948	1.199461301
949	1.19845199
950	1.198106443
951	1.19749591
952	1.196713762
953	1.196436684
954	1.196006742
955	1.195516201
956	1.194865952
957	1.194626028
958	1.19413197
959	1.193852307
960	1.193652374
961	1.193288315
962	1.192864736
963	1.192346253
964	1.191818585
965	1.191549996
966	1.19097946
967	1.190666267
968	1.189981172
969	1.189371671
970	1.189243676
971	1.18840051
972	1.187757011
973	1.18723542
974	1.186789218
975	1.186391993
976	1.186209357
977	1.185470671
978	1.184748383
979	1.18414115
980	1.183538835
981	1.183057802
982	1.182668206
983	1.182159561
984	1.182083717
985	1.181622924
986	1.181317903
987	1.180698888
988	1.179951279
989	1.179264872
990	1.178657241
991	1.178276512
992	1.177481257
993	1.177132667
994	1.176338783
995	1.175712579
996	1.17511246
997	1.174737846
998	1.174258811
999	1.173651153
1000	1.173017426
1001	1.172744244
1002	1.172207713
1003	1.171451094
1004	1.171235159
1005	1.170839603
1006	1.170278305
1007	1.169502626
1008	1.169326061
1009	1.169144357
1010	1.168890838
1011	1.168580449
1012	1.168101662
1013	1.168012133
1014	1.167556882
1015	1.166984343
1016	1.166495453
1017	1.166105401
1018	1.16596674
1019	1.165564201
1020	1.165225347
1021	1.165042509
1022	1.164612734
1023	1.1640813
1024	1.163467375
1025	1.1628878
1026	1.162635851
1027	1.162164796
1028	1.161778714
1029	1.161705411
1030	1.161268449
1031	1.160912414
1032	1.160444434
1033	1.160095977
1034	1.159638778
1035	1.159383445
1036	1.158588465
1037	1.158207079
1038	1.157648804
1039	1.157071964
1040	1.156480292
1041	1.155826601
1042	1.155480817
1043	1.155417601
1044	1.155190293
1045	1.15481621
1046	1.154758761
1047	1.154682967
1048	1.154538408
1049	1.153941018
1050	1.153913292
1051	1.153558362
1052	1.153286245
1053	1.153087429
1054	1.152564257
1055	1.15196644
1056	1.151329849
1057	1.150729629
1058	1.150228752
1059	1.149794666
1060	1.14947442
1061	1.148784083
1062	1.148131158
1063	1.147563321
1064	1.147207585
1065	1.146473845
1066	1.146265429
1067	1.145860478
1068	1.145393101
1069	1.14459217
1070	1.144541958
1071	1.14429428
1072	1.143508074
1073	1.143092726
1074	1.142651139
1075	1.141909153
1076	1.14164294
1077	1.141263418
1078	1.140868493
1079	1.140559288
1080	1.139998547
1081	1.139675516
1082	1.139270373
1083	1.138470767
1084	1.137911285
1085	1.137397827
1086	1.137142021
1087	1.136837989
1088	1.136574444
1089	1.136166647
1090	1.135521132
1091	1.13504375
1092	1.134392314
1093	1.133821516
1094	1.133451037
1095	1.133114925
1096	1.132805045
1097	1.132222983
1098	1.131576268
1099	1.131048006
1100	1.131037099
1101	1.130660678
1102	1.130180623
1103	1.129652719
1104	1.129032443
1105	1.128664426
1106	1.128310738
1107	1.12807532
1108	1.127683827
1109	1.127218998
1110	1.126863773
1111	1.12619179
1112	1.125881988
1113	1.12557017
1114	1.125175626
1115	1.124728041
1116	1.124374493
1117	1.12380852
1118	1.123727823
1119	1.123080542
1120	1.122678328
1121	1.12225273
1122	1.121771425
1123	1.121329624
1124	1.121136808
1125	1.120976642
1126	1.120242989
1127	1.119604732
1128	1.119086865
1129	1.118839455
1130	1.118308128
1131	1.118117189
1132	1.117991116
1133	1.117413262
1134	1.117064085
1135	1.116590439
1136	1.116227845
1137	1.115805449
1138	1.115766035
1139	1.115253926
1140	1.115078099
1141	1.114668575
1142	1.114346022
1143	1.113824885
1144	1.113323185
1145	1.113097987
1146	1.112615937
1147	1.11206122
1148	1.111548956
1149	1.111108612
1150	1.110502769
1151	1.109999394
1152	1.109824846
1153	1.109426018
1154	1.108784573
1155	1.108331658
1156	1.107704281
1157	1.107445546
1158	1.106732473
1159	1.106440563
1160	1.10598278
1161	1.105568873
1162	1.10516748
1163	1.104917957
1164	1.104612442
1165	1.104028035
1166	1.103498043
1167	1.103056777
1168	1.102399755
1169	1.101753134
1170	1.101527922
1171	1.100596426
1172	1.100356378
1173	1.09958863
1174	1.099231487
1175	1.098505068
1176	1.097598474
1177	1.097381819
1178	1.096812269
1179	1.096559629
1180	1.095931276
1181	1.095505678
1182	1.095165243
1183	1.094836772
1184	1.094065008
1185	1.093232944
1186	1.092954928
1187	1.09252941
1188	1.092233048
1189	1.091776906
1190	1.091397598
1191	1.091128615
1192	1.090615223
1193	1.090336
1194	1.089889064
1195	1.089512153
1196	1.089070619
1197	1.08879583
1198	1.08825561
1199	1.087773103
1200	1.087290397
1201	1.086582587
1202	1.086372849
1203	1.085772152
1204	1.085422055
1205	1.084736458
1206	1.084444689
1207	1.084231742
1208	1.08399828
1209	1.08366521
1210	1.08316929
1211	1.082969418
1212	1.082535561
1213	1.082013026
1214	1.081531725
1215	1.081126806
1216	1.080812072
1217	1.080512054
1218	1.079755276
1219	1.079578235
1220	1.079335123
1221	1.07904383
1222	1.078675223
1223	1.078351562
1224	1.077955995
1225	1.077318904
1226	1.076845989
1227	1.076309229
1228	1.075762181
1229	1.07526786
1230	1.074999178
1231	1.074793524
1232	1.074228559
1233	1.074105411
1234	1.073613712
1235	1.073109391
1236	1.072508102
1237	1.072084337
1238	1.071847432
1239	1.071386591
1240	1.071285122
1241	1.070576217
1242	1.070025485
1243	1.069691386
1244	1.069181837
1245	1.06885521
1246	1.06823023
1247	1.06779935
1248	1.067396802
1249	1.066967163
1250	1.066462853
1251	1.065808299
1252	1.06538057
1253	1.065044319
1254	1.064713976
1255	1.064330016
1256	1.063959768
1257	1.063733295
1258	1.063439745
1259	1.063053294
1260	1.062689794
1261	1.062145189
1262	1.061862302
1263	1.061623621
1264	1.061071942
1265	1.060635504
1266	1.060099296
1267	1.059335558
1268	1.058858625
1269	1.058407662
1270	1.057914212
1271	1.057578934
1272	1.05725847
1273	1.056655986
1274	1.056067463
1275	1.055960867
1276	1.055465128
1277	1.055238048
1278	1.054837222
1279	1.054474436
1280	1.054204809
1281	1.05354578
1282	1.052933709
1283	1.052263687
1284	1.051845883
1285	1.051392943
1286	1.050777914
1287	1.050438073
1288	1.049937299
1289	1.049538734
1290	1.049253341
1291	1.04884717
1292	1.048766969
1293	1.048434354
1294	1.047952789
1295	1.047291007
1296	1.047038452
1297	1.046191705
1298	1.045694109
1299	1.045103607
1300	1.0448853
1301	1.044628503
1302	1.044168039
1303	1.043722429
1304	1.043518994
1305	1.043079527
1306	1.042804559
1307	1.042580011
1308	1.042339016
1309	1.042133059
1310	1.041636055
1311	1.041503195
1312	1.041087355
1313	1.040518063
1314	1.040305146
1315	1.040066942
1316	1.0395203
1317	1.039022118
